original_text,source,pornografi,sara,radikalisme,pencemaran_nama_baik
"AHHAHAHHA PARA KAFIR GAK TAU DIRI,,DIA KIRA NEGARA INI PUNYA NGOKONGNYA,,JIKA UAMT ISLAM MAU GAMPANG AJA USIR KALIAN DARI NEGARA INI.PAHAM",twitter,0,1,1,1
"@Ranisyanah jadi ngebayangin klo kamu tdur kyk gtu,aku gesekin memek km pake kontol trs masukin dalem2 smbil genjot gigit puting kamu...",twitter,1,0,0,0
kalau papua mah inginnya merdeka. coba aja referendum kalau berani. kalau referendum yg bersisa DKI doang. Bekasi aja pisah kyknya,twitter,0,0,0,0
@investigator_RI betul dan semua pihak yg menentang si cina kafir ahok akan di kriminalisasi oleh polisi dgn smua rekayasa hukum nya,twitter,0,1,0,0
"Islam itu indah, Kristen itu kasih, Hindu itu cinta, dan Budha itu damai. Semua agama itu sama dan kita harus saling menghormatinya. :)",twitter,0,0,0,0
"Jangan terlalu fokus sama modern football , ayo sewa fpi buat jihad bom bunuh diri ke kantor PSSI aja, tak jamin fpi namanya bisa bersih",twitter,0,0,1,1
@HotArtis Klo ada yg punya video atau link nya rinada pns bandung ngentot aku d bagi dong ..pengen nonton nih,twitter,1,0,0,0
"Avail yok syg isi slot nih bbw wa bs vcs,message,ml wa085692666371 
#vcs #vcs_berbayar #vcsreal #vcstrusted #vcswhatsapp #vcsyuk #camseks #bbwlovers #goodgirl #RealAngels #memektembem #MEMEKBASAH #memekbecek #chatsex #phonesex #TRUSTEDBISYAR #TrustedBooking #TrustedAngeLpic.twitter.com/5YabyDLlYW",twitter,1,0,0,0
kepale elo peyang RT @Poenoma @nadia_sexy sayang aq ga punya ym km aja sni biar aku jilatin memek basah merah merekah km ampe bersih sreuup,twitter,1,0,0,0
"GANYANG PKI!:v ""@TM2000Back:Sdh tercatat semua PKI,antek,mafia cina keparat..siap dibabat @MacanTutul17: @TM2000Back TNI punya data lengkap,",twitter,0,1,1,1
"@candacendol nggugu dewe itu semaunya sendiri :'D dulu itu bangsa yg disayang trus nglunjak gamau tunduk, akhirnya kafir, trus di usir :'D",twitter,0,0,1,0
Itu yg Korupsi Dana Haji contoh Agama di jadikan candaan apa ad yg keberatan ? Korupsi pakai sandi ayat suci apa itu bukan kelucuan ? Belum yg mempunyai gelar habib tapi tak patuhi hukum bagaimana ? Lalu sebagian ulama yg sebar kebencian dan pro khilafah harus di apakan?,twitter,0,0,1,0
"di Palestine lebaran dihiasi dg dentuman bom dri org kafir, di Indonesia lebaran dihiasi dg ledakan petasan dri org kufur.",twitter,0,0,0,0
"Agama milik Tuhan, lalu kenapa manusia berebut,saling sesat/kafir,usir,bunuh? bahkan dgn berani mengklaim menggunakan jalan Tuhan @AdaTerus",twitter,0,0,0,0
Ih Kecil aja pamer.. RT @dickydarmawan Ckck-_-RT @mrickytpp: Sepong kontol gw dong: Ckck-_-RT @mrickytpp: Sepong ko...  ..blum sunat saya,twitter,1,0,0,0
Kau kayk tidak saja RT @chynndirr: edede samajko dua orang-_-RT @nideeeell Jangan mko langsungmi ganyang saja diakan orang cina RT @chynndir,twitter,0,1,1,1
"Papua nugini, itu bukan bagian dari NKRI, goblok! Itu negara lain yang satu pulau sama irian jaya. Bego kok dipiara. Abg noh dipiara.",twitter,0,0,0,1
"@Sarachottie Aku akan jilat,hisap,remas tetek kiri dan kananmu lalu aku jilat,remas dan hisap memek serta klitorismu sampai kamu horny",twitter,1,0,0,0
Harus ada yang menjaga Ummah yg mulai tersebar dan banyak ini. Sistem KHILAFAH yg sudah dijanjikan Allah SWT lah yg paling baik & tanpa Cela,twitter,0,0,1,0
"Hal lain yang jadi keyakinan bagi pasukan muslim dapat menghadapi para kafir adalah bahwa bukan peluru atau bom yang bikin mati, tapi اللّه.",twitter,0,0,0,0
"nah ente ga protes waktu kalangan yg ente santuni triak gantung penista,ganyang cina,kaliaaaan siap jihaaaad itu sering terdengar dr mulut mreka bukankah itu mengajarkan utk saling serang,dimana suara ente waktu triakan2 itu trus di orasikan oleh org yg konon ulama",twitter,0,1,1,1
@ngentot_asik Krg q masukin kntol q ya siap.. Sleep ah sleep ah sleep..memek lu sempit bgt pijatammya memek lu enak... Aw aw aw,twitter,1,0,0,0
"Kena cash bang, 1 touch 5rb *tehwidi (gadog) haha RT @siboimteagening: Rituit no 5 ah.. (ʃ,ƪ) RT@Zeinaissance : 5.mau enak --> remas susu",twitter,1,0,0,0
"Ayo kita bunuh orang kafir ini RT @tabintara: Namaku Tuhan edan, dan aku Tuhan bagi diriku sendiri. Aku kuat, dan bumi bergerak dibawah",twitter,0,1,1,1
Film Jepang Romantis Diantara Dua Pilihan - Subtitel Indonesia https://youtu.be/OMVMNvgoT0c  #memek #morning #memekbasah #goyangan #sange #dadamontok #mesum #nafsu #janda #ngentot #nafsubirahi #jandabinal #jandasange #perawan #toket #memektembem #toketgede #toketbesar #tokettante,twitter,1,0,0,0
"Yang satu asal nuding sesat dan kafir lalu siap usir, bakar, dan bunuh. Yg ini main tuduh atas nama negara dan siap gebuk. Weleh.... @kolektivohttps://twitter.com/GunRomli/status/1035208671901274113 …",twitter,0,0,0,0
"Kenapa kamu msh dsni,, kan sudah sy usir,, *eh :pRT @septiacahya: Hapaah?:o RT @bambangdwicahyo: Wahai jin kafir pergilah kau dari (1/2)",twitter,0,0,1,0
"Aku jatuhkan rasa ketakutan ke hati orang kafir, maka penggallah kepala & pancunglah tiap2 ujung jari mereka (8:12) ",twitter,0,1,1,1
"Tinggalin apaan,orang elu yg gw usir RT @ardydbr: Semenjak gw tinggalin kepadang ni anak dua jd kafir, menyesal gw  @ariasipenggali",twitter,0,0,1,0
"Bohong.. buktinya di fb bertebaran ganyang cina.. foto pake clurit, pake golok. Bilang mau bikin rusuh kaya th 98 https://twitter.com/Lewinhery/status/867164407427497984 …",twitter,0,1,1,1
"Alhamdulillah... Satu kampung di Wana, Poso. Telah berikrar memeluk Islam dibawah bimbingan Ketua Umum DPP FPI, KH. Shobri Lubis.
Allahuakbar, Allahuakbar, Allahuabar..!
Shollu ala-Nabi Muhammad...pic.twitter.com/QZraKn6us2",twitter,0,0,0,0
"Saat mereka teriak2 kafir, saat ada jenazah di tolak di sholatkan, saat pak djarot di usir dr masjid, bpk dmn?",twitter,0,1,1,1
Nyepong kontol itu enak bgtt sihh apalagi yg di sepong nya ya hehhe ampe merem melek gtu pasti endess kan ya,twitter,1,0,0,0
"""Buat Lucu lucuan saja..sekaligus menguji kepedulian Pengusaha kepada msyrakat....""kata panglima FBR setelah surat permintaan THR mereka viral di media.

Dulu kau teriak ganyang usir Bla bla bla Trnyata Ngarep THR  juga loe dr si aseng kafir .
Ayyoooo kerja kerja kerja...!!! pic.twitter.com/KHXEYKYrzb",twitter,0,1,1,1
Kauji nahRT @yulipsss: Haha kta kan sesama cipit getow cina RT @rikeyss: Siala nu bah cakRT @yulipsss: Haha oke pade nda ada tmn ganyang,twitter,0,0,0,0
"Serangan BOM KIMIA FOSPOR DARI ISRAEL MELUKAI DAN MERENGGUT NYAWA2 ANAK PALESTINA...

DIMANA HAM?
DIMANA ISU TERORIS?

Tidak ada media kafir yg meng OPINI kannya... INI TIDAK ADIL,... TETAPI MASYARAKAT DUNIA TDK BUTA & TDK TULI....",twitter,0,1,1,1
"RT @glrhn: Ayo. Yang bilang mau pindah, mau bunuh diri, mau jadi kafir, mau lari bugil dan mau masturbasi ... http://m.tmi.me/1eG2d4 ",twitter,1,0,1,1
Kl yg diremah remas mbah? RT @sudjiwotedjo: Formula itu rumus..susu formula adalah susu yg dirumus-rumuskan..bukan yg diremas-remaskan,twitter,1,0,0,0
"belum dikeluarin kelihatan kecil , pas udah dikeluarin tetep kelihatan kecil :D

#kontollokal #memektembem #MEMEKBASAH #SANGE_AAAAAAAAAAH #jandasange #binor #ngentotmemekpic.twitter.com/9BfqQbV78P",twitter,1,0,0,0
"eelmbhh emut telinga kamu sshh aaahhh, sambil dekap km eemmbhhh ssh remas kdua susu km sambil mainin puting nya aahh ssshhhh. dm aja sayang",twitter,1,0,0,0
"Drpd pantun smua isinya. :p RT @MOSSADMoza: ""Tegakkan Khilafah"". RT @illiandeta: Hmm mbayangin kl 500) kader PKS nge tweet, apa isi tweetnya",twitter,0,0,1,0
itulah akibat ulah orang2 kafir nasrani persis seperti ahok kafir yg melarang jilbab kepada anak2 sekokah di jakarta....,twitter,0,1,0,1
"Kalau gara2 ""Inggris"", Papua pisah dari Indonesia. Ga usah aja deh Arsenal ke Indonesia. Premier league ga usah ditayangin di Indo. #bola",twitter,0,0,0,0
anak jaman sekarang deh RT @xavieraraisa: Mati lo please mati mati cepet mati lo. Demi Allah gue pengen lo mati! Mati cepetan wey! Ngentot,twitter,1,0,0,0
#memek sepong sekolah suckingcock #kimcil sweet #kontol pretty #firsttime #cute teen #amadora #malay ngentot 18yo #amateur hisappic.twitter.com/a7JA87SOBT,twitter,1,0,0,0
Bg mereka investor kan kafir! Jd hrs d usir! Hehe RT @massasongko: orang2 macam FPI pasti gak bisa mikir soal ini.. ... http://tmi.me/6VSeK,twitter,0,0,1,0
Gesekin yg agak kenceng syg..ahh ahh auuh saaa@lucky_lakii Jleeeeb uuuhh memek kamu sempit bgt @cewebinal: Auuhh iya.. Jlebin d memeku donk,twitter,1,0,0,0
Ih Kecil aja pamer.. RT @ngacengboys @nadiabohay sayang aku masukin kontol aku ya.. ughhhh. memek km sempit bgt bua...  ..blum sunat saya,twitter,1,0,0,0
"@KhunnieNoona itu anjing,ada kucing kampung juga sahabat minky,tp musuh taec krn suka curi makanan,ada jackson juga yg susu'y d remas taec",twitter,1,0,0,0
"om om....
pengen bngt di ewe u 
geratis asal ada kondom sama ongkos wkwkk
ewe yuk 
buat elu bng depan rumh gw boleh dong ajak gw ngewe",twitter,1,0,0,0
Jujur bgt si jo jadi orng! RT @kujosquadzz: jembut gw lebat bgt yaa!! Gatel euy ada yg mau garukin gak??,twitter,1,0,0,0
"  BAHAN COLI 
#sexy #bispak #birahi #toket #puting
#jilmek #seks #kontol #bokepsemi #bokepindo
#sepong #amoy #bisyar #lonte #jablay #crot #igo
#amoysange #panlok #sange #ngewe #memek #tante #ngentot #sex #janda #SANGE_AAAAAAAAAAHpic.twitter.com/jvXfc6v5RU",twitter,1,0,0,0
Goblok tak bertepi nunjuk OPM Papua lbh dikasihi negara drpd HTI. Mereka ditangkap dan ditembak mati ga ky kalian. Difasilitasi kampus malah,twitter,0,0,0,1
"Okay, sekarang survey. Sapa yang suka polos, sapa yang suka disisain dikit, sapa yang suka lebat? Saya pengen tau trend jembut 2011.",twitter,1,0,0,0
"Oh morning tweeple, pagi, dingin waktu yg tepat buat remas-remas tetek. @Alfiza , how's there ? Still curve? Absolutely, morning ya!",twitter,1,0,0,0
#yf ngantuk! Tp kontol ngaceng! Pengen disepongin! Yeoja yg doyan Imagine ngentot kakak rl ada gak ya? Lets dirty talk,twitter,1,0,0,0
"kita ambil contoh seperti ledakan bom di surabaya kemaren itu aja lah

dalam doktrin yg di tanamkan ke dalam otak si pelaku,, dia ingin mati sahid, dengan membunuh, atau meledakan bom,dengan syarat, yg di bunuh itu, orang yg di anggap kafir",twitter,0,1,1,1
"Ni org papua udh malas kerja tp nuntut hak mlulu.. Malah nyalah2in org pendatang! Ngaca donk,ko pu muka itu macam monyet!",twitter,0,1,0,1
"mah,kok botol susu adek dimasak?| ya iylah, drpd ""susu"" mama yg dimasak, papamu bisa2 nangis ntr | ohhhh *remas susu* @WOWKonyol",twitter,1,0,0,0
"Enak bener ngantuk2 gini,haa RT @m_mukhlis_j: Cobaan tu @adhiahuza Tp bkan bwt d cobain lho, haha, Bnyk yg kafir yak dsna? Wkwk, bom aj  ...",twitter,0,0,1,1
"اَلْحَمْدُلِلّهِ رَبِّ العَا لَمِيْنَ

Telah lahir dengan selamat cucu ke-3 kami : 
 
As-Sayyid Abubakar bin Muhammad Hanif Al-'Aththos
•pic.twitter.com/QIsX2ww6O7",twitter,0,0,0,0
"Klo bg sy gk masalah...adik.. Asikk.. Aja,  tp mrk2 yg suka munafik. Pengen dirikan khilafah sesuai hukum islam tp perayaan kafir tetep aja.. https://twitter.com/cadarmerah/status/947504069488254977 …",twitter,0,0,1,0
"Dgn kafir :) ""@agytta: Ini perang siapa dgn siapa? ""@abuelda: @dhyudanie jk anda mmiliki pasukan besar,tdk mgkn mlkukan ..,bom bunuh diri.""",twitter,0,1,1,1
"Trs gue goyangin agak cepet.. Benemiin semua kontol gue ke memeknya, dengkul gue naiikk trun, sshh tiaa sempit bgt siih memek kmuu",twitter,1,0,0,0
"Super RT @Sandi_Pardamean 'salafi/wahabi' yg men-dewakan khilafah islam radikal,msh paham klo ad hukum di negeri ini yg harus dipatuhi :)",twitter,0,0,0,0
"Tai ci ron , hahaha RT @roniapparatus: Suka meremas remas susu bencong.haha ketara ci man.RT @norman182: Saya suka meremas remas :)",twitter,1,0,0,0
"Begituan Dengan Abang Tiriku https://instabokep.blogspot.com/2018/09/begituan-dengan-abang-tiriku.html …
#abgmesum #abgngentot #abgsange #bokepsma #bokepindonesia #ceweksange #cewekbookingan #Hijabers #jilboob #jandasange #Jandakesepian #MEMEKBASAH #sangekberat #tantebispak #tantekesepian #tantemontok #jambi #wanita #bokepjilbab",twitter,1,0,0,0
goblok amat masang iklan pake bahasa inggris emg ga nyadar apa pangsa pasarnya nyampe papua?,twitter,0,0,0,1
soy nah ! ngaca ko RT @chenadee: Ka memang kau Hahaha RT @asphii: -_-  sa ganyang ine cina RT @chenadee: Kaumo deh RT @asphii: Siapa,twitter,0,0,0,0
"@zhe_xxx iya dong.memek aku sempit..enakkan digenjotnya...ahh,aww,ahh,ahh...trus yank...kontolmu semakin membuat gairah ku bertambah..ahh",twitter,1,0,0,0
"Usir cina,ganyang cina,tolak pemimpin kafir spanduk bhkn teriakn jg sdh ada saat kampanye jd jgn jg bilang pilkada DKI tdk ada isu sara.",twitter,0,1,1,1
Tumben lo bener n bijak RT @madball95: Dear rakyat papua kalo pengen makmur papua mending kalian pisah aja dr NKRI ... http://tmi.me/h6pFf ,twitter,0,0,1,0
"Pengen ngerasain gue badan lo! Kayanya kenyel empuk gimana gitu. Gimana memek lo? Lobeh ga? Kalo masih perawan enak sempit, cihuyyyy",twitter,1,0,0,0
"Cerita Beromen Dan Remas Tetek Nurse: Kisah berahi isap puting dan cicap nurse – KU adalah seorang yg berjaya, be... http://adf.ly/2ZI0h ",twitter,1,0,0,0
ƪ(ˇ▼ˇ)-c<  •  )(  •  )  RT @ddemierly: SUSU ? RT @aiilaurenz: ape yg bise di remas lah udhh wkkwkwRT @ddemierly: ap tu yg d remas ?,twitter,1,0,0,0
"Malam buat Tante/ABG yg memeknya basah lg sange,mau dipuasin chat wa ya 083890351529
#sange #tantebugil #memekbasah #ngewe #jilmek #tocilpic.twitter.com/w0UTokujkI",twitter,1,0,0,0
"Saya katakan ""tidak ada yang dukung khilafah di negeri ini pasca HTI di bubarkan"" itu caramu bubarin HTI biar semua partai yang tidak mendukungmu kau isukan, ingin dirikan khilafah,cara norak lho.",twitter,0,0,1,0
"PokerOnline - TINA Seketaris DOKTER GIGI
>> http://hotduniamalam.blogspot.com/2018/09/pokeronline-tina-seketaris-dokter-gigi.html … <<
#CeritaKemenangan #ceritadewasa #ceritabokep #ceritaseks #ceritasange #MEMEKBASAH #memektembem #memekbecek #memekabg #memekabg #memekbekasi #memekberjembut #BokepOnline #bokepartis #bokepkorea #bokeparab",twitter,1,0,0,0
"http://www.Dewa17.com  - pengen di godain kamu
.
.
#cewek #bokepjepang #bokep #bokepindo #toketgede #toketbesar #toketmontok #bugilcantik #bugil #payudaramontok #cewekmontok #memekbasah #memekbecek #dagelanhttp://www.dewa17.com/image/post/17615 …",twitter,1,0,0,0
"Cerita 17 tahun memek basah: Foto Bugil Cewek ABG Bahenol, Toge Dan Suka Matsurbasi

Klik pada gambar untuk memp... http://bit.ly/o2upg8 ",twitter,1,0,0,0
tobat yuk sebelum terlambat. biar gerombolan JIL aja yg kita doakan konsisten bela kekafiran hingga akhir hayat https:\/\/t.co\/979uJ6ItrM,twitter,0,1,0,1
RT@gadis_sukaML: Lg musim yach ava toket/ memek trus ditulis user name bertanda itu asli. Tp kok aku blm pernah nemuin ava kontol + user nam,twitter,1,0,0,0
#MataNajwaDebatJakarta pak uno habis 62M istrinya ga marah ya pak? Saya mo beli sepatu 300rb aja istri saya marah2 pak,twitter,0,0,0,0
"kaya tempe gosong wkRT @akbarramdhanii3: Jgn nanti Ky orang papua :D""@allmayaraputri: mending kamu aja dibakar wkRT @akbarramdhanii3: Itu aj",twitter,0,1,0,0
@anissya emang si barista itu goblok. Udah gitu dia marah2 sendiri juga ngga sopan bgt deh. Gw pastikan senin dia dirotate ke papua. Ngehek!,twitter,0,1,0,1
Gerakan pelaku bom poso ..adlh islam sejati yg melaksanakan syariat islam..sholat..antum ..akhi...cadar..jenggot sesuai sunah nabi...jika org umumnya mengaitkan teroris dgn islam jgn salahkan mereka...karna paham halal darah kafir di bunuh atau sejenisnya di anggap jihad..,twitter,0,1,1,1
"sister friend without boyfriend 4p
http://www.lustyxv.com/hunta-460-connected-with-my-sister-friend-of-frustration-without-boyfriend-condition-4p-262 …
#ngewe #bispakbandung #bokep #bugil #memek #MemekSempit #memekabg #fotomemek #toket #colmek #memekbecek #memekgatal #bokepabg #bokepindo #memekmerah #sange #abgmesum #abgtoge #bispak #bisyar #bokepasia #bokepmania",twitter,1,0,0,0
"#yrtl i have a seme , and i have a daddy . keduanya pernah ngewe bareng , tp aku pengen threesome sama mereka-",twitter,1,0,0,0
Oke gue add ~RT @safiraamijaya: remas tetek fahmi al husain. oh jadi trnyata gifa juga.............. sm ka fahmi?RT @Gifagumelar,twitter,1,0,0,0
"Wahai Kaum Muslimin,Rezim ini tlh mendidik kt utk main USIR2AN,oleh sbb itu BILA ada pjabat kafir yg dtg kedaerah kt,USIR!
sy provokatornya! pic.twitter.com/KQ6I4u1Fsc",twitter,0,0,0,0
Eh batak goblok.. ko tinggal di papua kah? Kam orang batak yg paling banyak bikin rusak papua. Tukang main judi,twitter,0,1,0,1
"Maneh ieu psti pelaku na @maratanzagat: Susu Kamu, mau aku remas? Cc @xbielss @detikcom: Remas Payudara Siswi SMP, Pelaku Mengaku Sudah",twitter,1,0,0,0
Eh... goblok ko kalo berani datang ke mabes orak bodok sejak kapan ko ikut meting bersama kami pengurus puk spsi http://pt.fi  dpc dan managemend di rimba papua kalo tratau permasalaganya itu jagan ikut campur anak baru tumbu kemarin saja baru kotau apacc.@lokataru_id,twitter,0,0,0,1
Selamat dan terima kasih banyak untuk pak Ahok dan pak Djarot yg sudah menunjukan bahwa negara ini masih punya orang2 baik,twitter,0,0,0,0
"cek IG kita sist.. ada peralatan jihad berupa bom molotov, ranjau, bom bunuh diri dll buat jihaders. ayo buruan sebelum kehabisan!",twitter,0,0,1,1
@Vavacisexi kontol aku suka ga Bunda?pngn bngdt di sepong ma Bunda..HOooouuwhh yeah yes yes hooOOoooh isepin dunk bunda !,twitter,1,0,0,0
"Hukum Allah itu bisa di tegakkan setelah beliau hijrah ke madinah dan mendirikan khilafah (pemerintahan), sewaktu beliau masih di mekkah beliau beliau tidak bisa karna tekanan dari kaum qurais yg berkuasa di mekkah. So,, pakai otak jangan pakai dengkul mikirnya",twitter,0,0,1,0
"Ketemu aj kita ngentot ntr mu g gratis tnag j ""@ewiewivi: Memek basah banget minta di sodok kontol.... Aah mana kontol km sayaaaaang???!",twitter,1,0,0,0
"Maling teriak maling, jelas2 dr td lo yg benci islam!
di eropa justru skrg byk mualaf
Yg byk di usir justru islam yg mnjadi tuan rmh di negara2 timur tengah, hebat kan di tanah sndiri bs diusir spt palestina diusir dan di bom oleh israhell, lalu di iran,suriah,dll pd diusir kafir",twitter,0,1,1,1
"via @arrahmah Meski Hanya Show Of Force, Preman Kafir tetap Lempari Pemuda Islam Solo dengan Batu dan Bom Molotov http://j.mp/KteNOK ",twitter,0,1,1,1
@sepong_girl ke rumah aku aja lgi sepi kontol aku ngaceng banget lgi mawu cari mekmek yang bisa di masukin ke mekmek kamu,twitter,1,0,0,0
kade nyoco di mohawk mahRT @ujiwww: Ia nih mau di mohawk ntarRT @faridmuak: mantakna tong lebat teuing RT @ujiwww: Aduh gatel nih jembut x_x,twitter,1,0,0,0
Perpu Ormas? Sejauh ini korbannya hanya HTI dan ormas ini memang harus dibubarkan. Dimana salahnya? Demokrasi mana yang dibunuh? Jangan katakan memperjuangkan khilafah itu demokrasi!,twitter,0,0,1,0
:DªªKªªKªª =DªªKªªKªª. RT @mamangbanon: Pengen ngewe lah RT @SoalCINTA: Hal apa yg biasanya membuat km kepengen selingkuh? #SoalCINTA,twitter,1,0,0,0
Ungkapan yg tepat u/ bnyak'y hujan yg turun kya'y lebih enak deras dri pd lebat. Karna lebat lebih cocok u/  bulu ketek atw jembut.,twitter,1,0,0,0
"Bokep Istri Muda Asik Banget Genjotannya – video bokep ngentot memek basah istri muda yang hot, ngewe memek isteri muda jembut lebat sampe mendesah nikmat #bokep #videobokep #nontonbokep #bokeponline #tvbokep21
http://tvbokep21.com/bokep-istri-muda-asik-banget-genjotannya/ …pic.twitter.com/l1arCN6PHQ",twitter,1,0,0,0
"Ayo yg suka menyerukan jihad, ada lowongan nih :p RT @detikcom Al-Qaeda Iklankan Lowongan Pengebom Bunuh Diri Lewat ... http://tmi.me/rf4Gj ",twitter,0,0,1,1
Jah wkakakaka -_- RT @BabheSolo: *komat-kamit baca do'a* RT Fadjreeey: Papua aja mau pisah. Kamu kok gak mau pisah sih sama pacar kamu?,twitter,0,0,0,0
"Adakah provokasi yang lebih dahsyat daripada datang bergerombol bawa golok sambil teriak-teriak kafir, bunuh, usir, bakar ke rumah orang?",twitter,0,0,1,0
"@TLautner92_ /mainin lidah di pusar/ emhh ellmhh /jilat v linenya, cium jembut lo, tarik2 pake gigi/ /kocok kontol lo, sepong/ emhh mhhp",twitter,1,0,0,0
Ngga usah nunggu lau tadjir juga emang udah begitu kan?! RT @FahriFoo: #kaloguetajir gw bakalan ngewe ama siapa aja yg gw pengen...,twitter,1,0,0,0
"Bom aja ndu!! RT @pandutamaa: Deh konyol orang kafir florida,gua musnahin nii injil rekayasa!RT @deerayu: Apa sih ni ... http://tmi.me/1blge",twitter,0,1,1,1
tanya ama emak lo aje sono RT @hohorey: kenapa yah? RT @rozkong: ah tai anjing babi ngentot kontol memek bangsat! Ah kesel gue anjing!,twitter,1,0,0,0
"""Saya sudah tidak tertarik melihat Debat Pilkada DKI, namun ada yang menarik. Salah satu Cagub sering mengepalkan tangan pada saat menjelas""",twitter,0,0,0,0
"bangkitkan dendam d besar2kan to pembenaran saat to anarki ada keluarga pemerkosa,ada yg pengen ngentot tk d layani alesan anjing teu otakan",twitter,1,0,0,0
"Ohh yea yes ohhh nooo.. ""@PriaPunyaKontol: RT @renavina: Selamat pagi kontol dan memek. Segeralah bertemu dan menyatu jika ingin bahagia.",twitter,1,0,0,0
"""gw harus bilang Babi Ahok apa dong selain kafir, gw hanya pengen gerombolannyA Babi Ahok merasakan bagaiamana klo di anjing2in, Bangsat2in""",twitter,0,1,0,1
"Komnas Ham urusi saja kasus2 HAM yg belum selesai, jgn campuri urusi hukum. Suruh aja Monyet hitam itu urusi HAM di Papua..",twitter,0,1,0,1
O jd maaf . jd ada Islam radikal yg ngajarin mayoritas teroris dunia. jihad bom bunuh diri.masuk sorga.demokrasi Pancasila UU buatan manusia Thogut..kafir halal di perangi..untung Ind mayoritas Islam moderat rahmatullah damai toleran.. E ada jg yg radikal..bubarin usir ke suriah,twitter,0,0,1,0
"Dari dulu. Mikir kenapa sih tuh orangg2 pada niat buat bom dengan alasan karena menuding beberappa kalangan itu kafir,dn bla bla bla",twitter,0,1,1,1
"Kita bagi tugas dong biar negara bisa bagi kekuatan. Separatisme kita serahkan ke TNI POLRI, kalau yg pengin khilafah-khilafahan, suka teriak teriak bid'ah - syirik - kafir, nge bom tempat ibadah orang lain nah itu banser lawanya setujuuuuu ",twitter,0,1,1,1
kau tau bentuk pantat cmna? RT @nuraidrkoto: Iya kau pun bentar lg digasnya wkwkRT @fykacu: pandu ngeri mainnya ud remas tetek aja udah haha,twitter,1,0,0,0
"Agree :D RT @archerette19LL Kalo pemerintah Indonesia gak bisa adil sama orang Papua, gue lebih setuju Papua pisah aja sama Indonesia. Cont",twitter,0,0,0,0
"Lain waktu aku akan ngentotin mbak lagi ya, seraya tangan Hendri meremas remas susu mengkal wanita cantik berdarah ningrat itu. -end-",twitter,1,0,0,0
"Td gw liat d metro,,,trus buat tweet ,,, eh dy nyindir gw katanya eh Goblok itu di papua bkan d jkt,, pke caps (cont) http://tl.gd/2jh2e8",twitter,0,0,0,0
"@Haidar_Bagir @khoirulrach klo ga taqiyah nanti di sesat'kan, d musuhi, di usir dr kpung'a, di bakar rumah'a ato pesantren'a, di kafir""kan..",twitter,0,0,1,0
"Buat para TERORIS kalo mau ngebom biar dapat pahala..BOM markas JIL.di bwh komando si ULIL itu jls2 kafir yg mngtsnmkan ISLAM JIL jls KAFIR,",twitter,0,1,1,1
"1.Jdi ingat Bom Bali dll, bnyk pernyataan mereka kafir tp tak menggangu & mengina Islam tidak blh diperangi, skr ada yg menghina & menista,",twitter,0,0,0,0
"pic.twitter.com/13ofOarpn5
#memek #ngentot #sangek #enak #seks #kontol #abg #pentil #payudara #blowjob #horny #bokep #bokepsemi #bokepindo #ngewe #sepong #amoy #enak #bispak #bisyar #lonte #jablay
BONUS 10.000 >>http://bit.ly/2LnlpmE ",twitter,1,0,0,0
"Aku sedih lagi ngerepp disamperin papa ngomongin masalah Papua yang mau minta pisah dr RI  belom pisah pah, besok aja mikirnya ikut mana ",twitter,0,0,0,0
jgn ton disgusting bgt itu RT @vikancut: Astagaa RT @NorthonJuliand: genk klo lu gw kasih memek basah mau ga RT @genxskii give me more,twitter,1,0,0,0
@indahsexy__ sambil desek2 kontol mas di memek indah kedua tangan mas masih meremas toket indah mas blm masukin kememek biar basah dulu yach,twitter,1,0,0,0
"Yang di warisi Ulama dari Nabi bukan hanya umurnya, tapi juga Akhlaknya, termasuk resiko dalam Dakwahnya.
•pic.twitter.com/IGphscBdt8",twitter,0,0,0,0
"telah banyak darah yang tertumpah di dunia ini, dilakukan oleh orang2 yang membenci islam. sadarlah umat islam, bersatulah tegakkan khilafah",twitter,0,0,1,0
"Agama tak bisa jadi pemersatu bangsa, agama mbangun manusia yg sadar akan bangsa, tak mungkin dgn nyembah2 Allah SWT ",twitter,0,1,0,1
"Aku tambahin tel,PUKI,MEMEK,ITIL,KLANTIT,PEPE,KONTOL apa lg lah?? :D RT @sevenstoned: FUCK YOUUU..!! ANJING (cont) http://tl.gd/2p45u0",twitter,1,0,0,0
"@Takviri ayo dong FPI, berani jual, harus berani hadapin, jangan cemen, jangan cuma berani demo teriak kafir dan bunuh aja.",twitter,0,0,0,0
"Wilson sarap RT @wilsonraffa: Eh nyaman bodok,lebih sempit dr memek,hhaRT @ZoeGunarsa: Nyamankh pake mebel tu?RT@cantikhabelle:mebel aja dah",twitter,1,0,0,0
"RT @JennyJusuf: sum1's FB: ""KBR GEMBIRA, 8 tentara kafir AS tewas dlm serangan bom di Afghanistan."" Instantly deleted him frm my friend list",twitter,0,0,1,1
"Harus diterima fakta kalau jadi kafir itu susah di Indonesia, jangan selalu buat kesan everything allright, atau ini jadi bom waktu.",twitter,0,1,1,1
"Apakah anda kafir?
Jika tidak merasa kenapa kepanasan bibir?
Ustad somad ceramah untuk umat muslim...lantas kenapa kelian usir kayak takut di sunat..
Ceramah itu ibadah bagi muslim..knp kelian usik?
Bagaimana kalau saya protes bau asap di pura saat kelian beribadah?",twitter,0,0,1,0
